"id","name","name_norm","homepage_url","homepage_host","homepage_url_status","homepage_checked_at","homepage_last_status_code","homepage_fail_count","recruits_url","page_type","post_type","hiring","recruits_url_status","recruits_url_score","external_job_site","ceo_name","bizr_no","stock_code","dart_corp_code","dart_modify_date","est_dt","acc_mt","swdb_fin_year","industry","address","region","source_meta","created_at","updated_at"
"11","JATCOKOREA","jatcokorea","http://www.jatco.co.kr/m/main.do","jatco.co.kr","error_405","","405","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.285625","2026-04-02T11:29:10.285635"
"12","알피오","알피오","http://www.rpio.co.kr/index.php","rpio.co.kr","alive","","200","0","http://www.rpio.co.kr/index.php","external","external_link","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.289871","2026-04-02T11:29:10.289883"
"13","아이티벨리","아이티벨리","https://www.itballey.com","itballey.com","alive","","200","0","https://www.itballey.com/kor/company/careers.php","listing","text","False","","","","김기운","","","","","","","2024","","서울특별시 금천구 가산디지털1로 19,  7층 705호(가산동, 대륭테크노타운18차)","서울특별시","","2026-04-02T11:29:10.294201","2026-04-02T11:29:10.294213"
"14","(주)라코어","라코어","http://lacore.co.kr","lacore.co.kr","alive","","200","0","","","","False","","","","김용산","","","","","","","2018","","경기도 성남시 분당구 판교역로 231, 705호 (삼평동, 에이치스퀘어 에스동)","경기도","","2026-04-02T11:29:10.298402","2026-04-02T11:29:10.298414"
"15","(주)이루온","이루온","http://www.inssys.co.kr","inssys.co.kr","alive","","200","0","http://www.inssys.co.kr/p/recruit","listing","text","False","","","","김용남","","","","","","","2013","","서울시 종로구 진흥로 432 , 요진오피스텔쉐레이 5층 13호","서울특별시","","2026-04-02T11:29:10.302681","2026-04-02T11:29:10.302694"
"16","웨이브글로벌","웨이브글로벌","http://www.wave-global.com/","wave-global.com","alive","","200","0","http://www.wave-global.com/recruitment-information.html","one_page","text","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.307307","2026-04-02T11:29:10.307319"
"17","네오슬론","네오슬론","http://www.neoslon.com","neoslon.com","alive","","200","0","http://www.neoslon.com/theme/s007/index/aboutus_05.php","one_page","text","False","","","","박흥철","","","","","","","2019","","경기도 성남시 분당구 판교역로 230, B동403호 (삼평동, 삼환하이펙스)","경기도","","2026-04-02T11:29:10.311748","2026-04-02T11:29:10.311765"
"18","(주)YTINS","ytins","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.316345","2026-04-02T11:29:10.316390"
"19","주식회사_로노","_로노","https://lono.quv.kr/","lono.quv.kr","alive","","200","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.323917","2026-04-02T11:29:10.323939"
"20","제이엘스탠다드","제이엘스탠다드","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.328147","2026-04-02T11:29:10.328160"
"21","나인웍스(주)","나인웍스","https://9works.kr/","9works.kr","error_403","","403","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.332492","2026-04-02T11:29:10.332507"
"22","에스지테크놀로지","에스지테크놀로지","https://sgt119.com/","sgt119.com","error_403","","403","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.337129","2026-04-02T11:29:10.337147"
"23","머플","머플","https://www.murple.ai/","murple.ai","alive","","200","0","https://www.murfy.ai/en-career","external","external_link","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.341593","2026-04-02T11:29:10.341609"
"24","카페24","카페24","https://www.cafe24.com","cafe24.com","error_403","","403","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.346103","2026-04-02T11:29:10.346116"
"25","솔트룩스","솔트룩스","https://www.saltlux.com","saltlux.com","alive","","200","0","","","","False","","","","이경일","","","","","","","2024","","서울특별시 송파구 올림픽로35길 123, 9층 (신천동)","서울특별시","","2026-04-02T11:29:10.350690","2026-04-02T11:29:10.350704"
"26","메가존클라우드","메가존클라우드","https://www.megazone.com","megazone.com","alive","","200","0","https://www.megazone.com","main","text","False","","","","이주완","","","","","","","2024","","경기도 과천시 과천대로7길 74(갈현동, 메가존산학연센터)","경기도","","2026-04-02T11:29:10.354890","2026-04-02T11:29:10.354904"
"27","메가존","메가존","https://www.mz.co.kr","mz.co.kr","alive","","200","0","https://megazone.digital:443/","main","image","False","","","","장지황","","","","","","","2024","","서울특별시 강남구 논현로85길 46, 6층, 7층 (역삼동, 메가존빌딩)","서울특별시","","2026-04-02T11:29:10.359207","2026-04-02T11:29:10.359221"
"28","더존비즈온","더존비즈온","https://www.douzone.com","douzone.com","alive","","200","0","https://www.douzone.com/job/recruit.jsp","listing","text","False","","","","김용우","","","","","","","2024","","강원도 춘천시 남산면 버들1길 130","강원","","2026-04-02T11:29:10.363565","2026-04-02T11:29:10.363578"
"29","영림원소프트랩","영림원소프트랩","https://www.ksystem.co.kr","ksystem.co.kr","alive","","200","0","https://www.ksystem.co.kr","listing","text","False","","","","권영범","","","","","","","2024","","서울특별시 강서구 양천로 583, 우림블루나인 A-23F (염창동)","서울특별시","","2026-04-02T11:29:10.367782","2026-04-02T11:29:10.367794"
"30","한글과컴퓨터","한글과컴퓨터","https://www.hancom.com","hancom.com","alive","","200","0","https://www.hancom.com","main","text","False","","","","변성준, 김연수","","","","","","","2024","","경기도 성남시 분당구 대왕판교로644번길 49 (삼평동,한컴타워)","경기도","","2026-04-02T11:29:10.372079","2026-04-02T11:29:10.372093"
"31","다우기술","다우기술","https://daou.co.kr","daou.co.kr","error_400","","400","0","","","","False","","","","김윤덕","","","","","","","2024","","경기도 성남시 수정구 금토로 69, 4층 (금토동, 다우디지털스퀘어)","경기도","","2026-04-02T11:29:10.376468","2026-04-02T11:29:10.376494"
"32","다우데이타","다우데이타","https://www.daoudata.co.kr","daoudata.co.kr","alive","","200","0","https://www.daoudata.co.kr/ko/applicants/recruitment","listing","text","False","","","","김상준","2208101733","032190","00238782","20250314","","12","2024","","서울특별시 마포구 독막로 311, 3층, 5층(염리동, 재화스퀘어)","서울특별시","","2026-04-02T11:29:10.381291","2026-04-02T11:29:10.381304"
"33","토마토시스템","토마토시스템","https://www.tomatosystem.co.kr","tomatosystem.co.kr","alive","","200","0","","","","False","","","","이상돈","2148670792","393210","01436479","20260225","","12","2024","","서울특별시 강남구 논현로128길 5 (논현동,장뻘빌딩 5,6,8층)","서울특별시","","2026-04-02T11:29:10.385618","2026-04-02T11:29:10.385630"
"34","코리아센터","코리아센터","http://None.none","None.none","error_0","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.392337","2026-04-02T11:29:10.392350"
"35","메가존디지털","메가존디지털","https://megazone.digital","megazone.digital","alive","","200","0","https://megazone.digital/megazonedigital/news/23/index","one_page","image","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.396772","2026-04-02T11:29:10.396793"
"36","엠로","엠로","http://www.emro.co.kr","emro.co.kr","alive","","200","0","https://emro.recruiter.co.kr/career/home","one_page","text","False","","","","송재민","","","","","","","2024","","서울특별시 영등포구 당산로41길 11, E동 5층(당산동4가, 당산SK V1센터)","서울특별시","","2026-04-02T11:29:10.401143","2026-04-02T11:29:10.401157"
"37","아이티센","아이티센","https://itcen.com/index.do","itcen.com","alive","","200","0","https://itcen.com/user/recruit/BD_recruitListView.do","listing","text","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.405266","2026-04-02T11:29:10.405286"
"38","씨에스텍","씨에스텍","http://www.cstlab.co.kr/","cstlab.co.kr","alive","","200","0","http://www.cstlab.co.kr/page/sub4_1","one_page","text","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.409354","2026-04-02T11:29:10.409368"
"39","비투엔","비투엔","https://www.b2en.com","b2en.com","alive","","200","0","https://www.b2en.com/career/recruit","external","external_link","False","","","","이창현, 김기훈","3028700950","307870","01326792","20251215","","12","2024","","서울특별시 용산구 서빙고로51길 52, 2층 (서빙고동)","서울특별시","","2026-04-02T11:29:10.413797","2026-04-02T11:29:10.413811"
"40","엑셈","엑셈","https://www.ex-em.com","ex-em.com","alive","","200","0","https://ex-em.com/ko","main","text","False","","","","조종암, 고평석","","","","","","","2024","","서울특별시 강서구 마곡중앙8로5길 40 (마곡동)","서울특별시","","2026-04-02T11:29:10.417903","2026-04-02T11:29:10.417915"
"41","엔키아","엔키아","https://www.nkia.co.kr","nkia.co.kr","alive","","200","0","https://www.nkia.co.kr/m42.php","external","external_link","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.422020","2026-04-02T11:29:10.422031"
"42","인포바인","인포바인","https://www.infovine.co.kr","infovine.co.kr","alive","","200","0","https://www.infovine.co.kr/m62.php","listing","text","False","","","","김재원","","","","","","","2024","","충청북도 청주시 흥덕구 가로수로1154번길 21-4, 4층(강서동, 아이앤이빌딩)","충청북도","","2026-04-02T11:29:10.425964","2026-04-02T11:29:10.425974"
"43","케이티클라우드","케이티클라우드","https://www.ktcloud.com","ktcloud.com","alive","","200","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.430118","2026-04-02T11:29:10.430129"
"44","엔에이치엔","엔에이치엔","https://www.nhn.com","nhn.com","alive","","200","0","","","","False","","","","정우진","1448115549","181710","00983271","20250806","","12","2020","","경기도 성남시 분당구 대왕판교로645번길 16 (삼평동,N-Square플레이뮤지엄)","경기도","","2026-04-02T11:29:10.434379","2026-04-02T11:29:10.434389"
"45","NHN클라우드","nhn클라우드","https://www.nhncloud.com","nhncloud.com","alive","","200","0","","","","False","","","","김동훈","","","","","","","2023","","경기도 성남시 분당구 대왕판교로645번길 16, 4,7층 (삼평동, NHN)","경기도","","2026-04-02T11:29:10.438468","2026-04-02T11:29:10.438480"
"46","NHN커머스","nhn커머스","https://www.nhn-commerce.com","nhn-commerce.com","alive","","200","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.442543","2026-04-02T11:29:10.442556"
"47","비큐AI","비큐ai","https://becuai.com/","becuai.com","alive","","200","0","","","","False","","","","임경환","2218113339","148780","00980043","20250818","","12","2024","","서울특별시 중구 퇴계로 385, 5,6,9층 (흥인동, 준타워)","서울특별시","","2026-04-02T11:29:10.446651","2026-04-02T11:29:10.446662"
"48","유니닥스","유니닥스","https://www.unidocs.co.kr","unidocs.co.kr","alive","","200","0","","","","False","","","","정기태","","","","","","","2024","","서울특별시 구로구 디지털로 272, 308호(구로동, 한신아이티타워)","서울특별시","","2026-04-02T11:29:10.450862","2026-04-02T11:29:10.450872"
"49","윈스","윈스","http://winssystem.com","winssystem.com","alive","","200","0","http://winssystem.com/board/board_list?code=notice","listing","text","False","","","","신희선","","","","","","","2024","","서울특별시 서대문구 응암로 89, 4층(북가좌동, 한오빌딩)","서울특별시","","2026-04-02T11:29:10.457832","2026-04-02T11:29:10.457843"
"50","인피닉","인피닉","https://www.infiniq.co.kr","infiniq.co.kr","alive","","200","0","","","","False","","","","박준형,최철규","","","","","","","2024","","서울특별시 금천구 가산디지털1로 186, 701호(가산동, 제이플라츠)","서울특별시","","2026-04-02T11:29:10.461652","2026-04-02T11:29:10.461660"
"51","에이텍","에이텍","https://www.atec.kr","atec.kr","alive","","200","0","https://www.atec.kr/atec/recruit/recruit.html","one_page","text","False","","","","신승영, 이상훈","","","","","","","2023","","경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩)","경기도","","2026-04-02T11:29:10.465671","2026-04-02T11:29:10.465681"
"52","에이치앤씨네트워크","에이치앤씨네트워크","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.469681","2026-04-02T11:29:10.469693"
"53","포시에스","포시에스","https://www.forcs.com","forcs.com","alive","","200","0","https://kr.forcs.com/careers/","listing","text","False","","","","박미경,조종민","","","","","","","2024","","서울특별시 강남구 논현로 646(논현동)","서울특별시","","2026-04-02T11:29:10.473820","2026-04-02T11:29:10.473832"
"54","유비케어","유비케어","https://www.ubcare.co.kr","ubcare.co.kr","error_404","","404","0","","","","False","","","","김진태","2018155688","032620","00220057","20251103","","12","2024","","서울특별시 영등포구 여의대로 108, 29층, 30층, 31층 (여의도동, 파크원타워2)","서울특별시","","2026-04-02T11:29:10.477877","2026-04-02T11:29:10.477888"
"55","인젠트","인젠트","https://www.inzent.com/","inzent.com","error_403","","403","0","https://www.inzent.com/board/board.php?bo_table=recruit","listing","text","False","","","","박재범","","","","","","","2024","","서울특별시 영등포구 국제금융로2길 36, 8층,9층 (여의도동, 유화증권빌딩)","서울특별시","","2026-04-02T11:29:10.482088","2026-04-02T11:29:10.482099"
"56","오픈베이스","오픈베이스","https://www.openbase.co.kr","openbase.co.kr","alive","","200","0","","","","False","","","","정진섭, 황철이","","","","","","","2024","","서울 서초구 매헌로 16 (양재동, 하이브랜드리빙관 4층)","서울특별시","","2026-04-02T11:29:10.486674","2026-04-02T11:29:10.486686"
"57","플랜티넷","플랜티넷","https://www.plantynet.com/","plantynet.com","alive","","200","0","https://www.plantynet.com/careers/","one_page","text","False","","","","김태주","","","","","","","2021","","경기 성남시 분당구 대왕판교로 670 A 동 (삼평동 ,유스페이스2 ,A동 6층)","경기도","","2026-04-02T11:29:10.491252","2026-04-02T11:29:10.491271"
"58","에스넷시스템","에스넷시스템","https://www.snetsystems.co.kr/","snetsystems.co.kr","alive","","200","0","https://www.snetsystems.co.kr/careers","external","external_link","False","","","","박효대, 한상욱","1208186581","038680","00264635","20250716","","12","2024","","서울특별시 강남구 선릉로 514 (삼성동, 성원빌딩 10층)","서울특별시","","2026-04-02T11:29:10.496325","2026-04-02T11:29:10.496346"
"59","링크제니시스","링크제니시스","https://www.linkgenesis.co.kr","linkgenesis.co.kr","alive","","200","0","","","","False","","","","이정열","","","","","","","2024","","서울특별시 영등포구 선유로 146, 이앤씨드림타워 601호 (양평동3가)","서울특별시","","2026-04-02T11:29:10.501158","2026-04-02T11:29:10.501182"
"60","오라컴","오라컴","https://oracomkorea.com/oracom/","oracomkorea.com","alive","","200","0","","","","False","","","","강석기,김영훈","","","","","","","2013","","서울특별시 금천구 가산디지털1로 128, 708(가산동, STXV-TOWER)","서울특별시","","2026-04-02T11:29:10.505962","2026-04-02T11:29:10.505979"
"61","엘에스웨어","엘에스웨어","https://www.lsware.co.kr/","lsware.co.kr","alive","","200","0","https://www.lsware.co.kr/company/recruit","external","external_link","False","","","","김민수","","","","","","","2024","","서울특별시 금천구 서부샛길 606, 에이동 1801호(가산동, 대성디폴리스지식산업센터)","서울특별시","","2026-04-02T11:29:10.510145","2026-04-02T11:29:10.510160"
"62","마크애니","마크애니","https://www.markany.com","markany.com","error_403","","403","0","https://www.markany.com/recruit","listing","text","False","","","","최종욱, 최고","","","","","","","2024","","서울특별시 중구 퇴계로 286 (쌍림동) 7,10,13층","서울특별시","","2026-04-02T11:29:10.517348","2026-04-02T11:29:10.517368"
"63","이씨티","이씨티","http://www.e-city.co.kr/","e-city.co.kr","alive","","200","0","http://www.e-city.co.kr/","main","text","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.529692","2026-04-02T11:29:10.529711"
"64","가비아","가비아","https://www.gabia.com","gabia.com","error_0","","","0","","","","False","","","","김홍국, 원종홍","2148639239","079940","00506294","20251120","","12","2024","","경기도 과천시 과천대로7나길 34, 4층, 5층, 6층(갈현동, 가비아 앳)","경기도","","2026-04-02T11:29:10.537505","2026-04-02T11:29:10.537524"
"65","후이즈","후이즈","https://www.whois.co.kr","whois.co.kr","alive","","200","0","","","","False","","","","정지훈","","","","","","","2022","","서울특별시 구로구 디지털로34길 43, 1004호 (구로동, 코오롱싸이언스밸리1차)","서울특별시","","2026-04-02T11:29:10.541823","2026-04-02T11:29:10.541836"
"66","데이터스트림즈","데이터스트림즈","https://www.datastreams.co.kr","datastreams.co.kr","alive","","200","0","https://datastreams.co.kr/company/careers/","listing","text","False","","","","이영상","","","","","","","2024","","서울특별시 서초구 사임당로 28(서초동, 청호나이스빌딩6층)","서울특별시","","2026-04-02T11:29:10.545931","2026-04-02T11:29:10.545942"
"67","위세아이텍","위세아이텍","https://wise.co.kr/","wise.co.kr","error_405","","405","0","https://wise.co.kr/company/employment.do","external","external_link","False","","","","김다산, 이제동","","","","","","","2024","","경기도 과천시 과천대로12길 117, 지동 11-13층(갈현동, 과천펜타원)","경기도","","2026-04-02T11:29:10.550108","2026-04-02T11:29:10.550119"
"68","이글루코퍼레이션","이글루코퍼레이션","https://www.igloo.co.kr/","igloo.co.kr","alive","","200","0","https://recruit.igloo.co.kr/","one_page","text","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.554143","2026-04-02T11:29:10.554156"
"69","아톤","아톤","https://www.atoncorp.com","atoncorp.com","alive","","200","0","https://www.atoncorp.com","external","external_link","False","","","","김종서, 우길수","","","","","","","2023","","서울특별시 영등포구 여의대로 108, 26층 (여의도동, 파크윈타워1)","서울특별시","","2026-04-02T11:29:10.558366","2026-04-02T11:29:10.558375"
"70","라온시큐어","라온시큐어","https://www.raonsecure.com","raonsecure.com","alive","","200","0","https://www.raonsecure.com/ko/recruit/apply","external","external_link","False","","","","이순형, 이정아","","","","","","","2024","","서울특별시 영등포구 여의대로 108, 48층(여의도동,파크원타워2)","서울특별시","","2026-04-02T11:29:10.562539","2026-04-02T11:29:10.562550"
"71","소프트캠프","소프트캠프","https://www.softcamp.co.kr","softcamp.co.kr","alive","","200","0","","","","False","","","","배환국","3468800563","258790","01182408","20251031","","12","2024","","경기도 과천시 과천대로7나길 9, 5층(갈현동, 디엑스타워)","경기도","","2026-04-02T11:29:10.566672","2026-04-02T11:29:10.566684"
"72","드림시큐리티","드림시큐리티","https://www.dreamsecurity.com","dreamsecurity.com","alive","","200","0","https://www.dreamsecurity.com/about/careers","one_page","image","False","","","","범진규,오석주","1078822434","203650","01038693","20250327","","12","2024","","서울특별시 성동구 아차산로 126, 10층(성수동2가, 더리브 세종타워)","서울특별시","","2026-04-02T11:29:10.571113","2026-04-02T11:29:10.571127"
"73","케이사인","케이사인","https://www.ksign.com","ksign.com","alive","","200","0","https://www.ksign.com/ksign/notice/recruit.php","listing","text","False","","","","구자동, 최현철","","","","","","","2024","","경기도 과천시 과천대로7나길 25, 13,14층(갈현동)","경기도","","2026-04-02T11:29:10.575732","2026-04-02T11:29:10.575747"
"74","파이오링크","파이오링크","https://www.piolink.com","piolink.com","error_400","","400","0","","","","False","","","","조영철","","","","","","","2024","","서울특별시 금천구 가산디지털2로 98,1동 401호 (가산동, 아이티캐슬)","서울특별시","","2026-04-02T11:29:10.580100","2026-04-02T11:29:10.580113"
"75","펜타시큐리티","펜타시큐리티","https://www.pentasecurity.com","pentasecurity.com","alive","","200","0","https://www.pentasecurity.com/careers/","one_page","text","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.584367","2026-04-02T11:29:10.584380"
"76","안랩","안랩","https://www.ahnlab.com","ahnlab.com","alive","","200","0","https://www.ahnlab.com/ko","main","text","False","","","","강석균","","","","","","","2023","","경기 성남시 분당구 판교역로 220 (삼평동)","경기도","","2026-04-02T11:29:10.588864","2026-04-02T11:29:10.588877"
"77","지란지교소프트","지란지교소프트","https://www.jiran.com","jiran.com","alive","","200","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.593183","2026-04-02T11:29:10.593197"
"78","지란지교시큐리티","지란지교시큐리티","https://www.jiransecurity.com","jiransecurity.com","alive","","200","0","https://www.jiransecurity.com/jiransecurity/recruitment","one_page","text","False","","","","조원희","","","","","","","2024","","경기도 성남시 수정구 금토로80번길 37, 4층(금토동, 인피니티타워)","경기도","","2026-04-02T11:29:10.597536","2026-04-02T11:29:10.597547"
"79","시큐아이","시큐아이","https://www.secui.com","secui.com","alive","","200","0","","","","False","","","","정삼용","","","","","","","2021","","서울특별시 종로구 종로 51, 3,5,6층 (종로2가, 종로타워)","서울특별시","","2026-04-02T11:29:10.603967","2026-04-02T11:29:10.603976"
"80","SK쉴더스","sk쉴더스","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.608013","2026-04-02T11:29:10.608021"
"81","한싹","한싹","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.611733","2026-04-02T11:29:10.611742"
"82","넷앤드","넷앤드","https://www.netand.co.kr","netand.co.kr","alive","","200","0","https://www.netand.co.kr/home/recruit.php","listing","text","False","","","","신호철","","","","","","","2024","","서울특별시 영등포구 의사당대로1길 25(여의도동,하남빌딩 1003호~1006호)","서울특별시","","2026-04-02T11:29:10.615808","2026-04-02T11:29:10.615816"
"83","세큐어","세큐어","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.620861","2026-04-02T11:29:10.620871"
"84","에이쓰리시큐리티","에이쓰리시큐리티","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.624968","2026-04-02T11:29:10.624977"
"85","노루페인트IT","노루페인트it","https://www.noroopaint.com","noroopaint.com","error_400","","400","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.629124","2026-04-02T11:29:10.629136"
"86","더화이트커뮤니케이션","더화이트커뮤니케이션","","","","","","0","","","","False","","","","","","","","","","","","","","","","2026-04-02T11:29:10.633470","2026-04-02T11:29:10.633480"
"87","이스트시큐리티","이스트시큐리티","https://www.estsecurity.com","estsecurity.com","alive","","200","0","https://www.estsecurity.com","main","text","False","","","","정진일","","","","","","","2024","","서울특별시 서초구 반포대로 3, 3층 (서초동, 이스트빌딩)","서울특별시","","2026-04-02T11:29:10.637533","2026-04-02T11:29:10.637543"
"88","알티베이스","알티베이스","https://www.altibase.com","altibase.com","alive","","200","0","https://www.altibase.com/kr/recruitment/job.php","listing","text","False","","","","박혜례나","","","","","","","2023","","서울특별시 구로구 디지털로 306, 8층 808호(구로동, 대륭포스트타워2차)","서울특별시","","2026-04-02T11:29:10.641647","2026-04-02T11:29:10.641658"
"89","비트나인","비트나인","https://www.bitnine.net","bitnine.net","alive","","200","0","","","","False","","","","강철순","","","","","","","2020","","서울특별시 강서구 양천로 401, 에이동 12층 1201,1202호(가양동, 강서한강자이타워)","서울특별시","","2026-04-02T11:29:10.645799","2026-04-02T11:29:10.645809"
"90","티맥스소프트","티맥스소프트","https://www.tmaxsoft.com","tmaxsoft.com","alive","","200","0","https://www.tmaxsoft.com/kr/recruit","one_page","text","False","","","","강기웅, 이형용","","","","","","","2024","","경기도 성남시 분당구 정자일로 45, 10층(금곡동, 티맥스소프트타워)","경기도","","2026-04-02T11:29:10.649960","2026-04-02T11:29:10.649969"
"91","티맥스티베로","티맥스티베로","https://www.tmax.co.kr","tmax.co.kr","alive","","200","0","https://www.tmax.co.kr","main","text","False","","","","박학래, 박삼연","","","","","","","2022","","경기도 성남시 분당구 황새울로258번길 29, 7층 (수내동)","경기도","","2026-04-02T11:29:10.654130","2026-04-02T11:29:10.654142"
"92","알서포트","알서포트","https://www.rsupport.com","rsupport.com","alive","","200","0","https://www.rsupport.com/ko-kr/career/recruit/","listing","text","False","","","","서형수","","","","","","","2023","","서울특별시 강동구 고덕비즈밸리로2가길 12(고덕동, 알서포트)","서울특별시","","2026-04-02T11:29:10.657959","2026-04-02T11:29:10.657969"
"93","엠투소프트","엠투소프트","https://www.m2soft.co.kr","m2soft.co.kr","alive","","200","0","https://www.m2soft.co.kr/bbs/content.php?co_id=0505recruit","one_page","text","False","","","","전승민","","","","","","","2024","","서울특별시 성동구 성수이로7길 27(성수동2가, 서울숲코오롱디지털타워2차 7층)","서울특별시","","2026-04-02T11:29:10.664705","2026-04-02T11:29:10.664714"
"94","브리지텍","브리지텍","https://www.bridgetec.co.kr","bridgetec.co.kr","alive","","200","0","https://www.bridgetec.co.kr/hr/procedure.jsp","listing","image","False","","","","신경식","","","","","","","2024","","서울특별시 영등포구 국제금융로2길 32, 여의도 파이낸스타워 17,18층 (여의도동)","서울특별시","","2026-04-02T11:29:10.672155","2026-04-02T11:29:10.672163"
